SourceFile,FocusLocation,FocusDistance2,HyperfocalDistance
DSC08993.JPG,7008 3944 3504 1972,81.70 m,58.24 m
DSC08994.JPG,7008 3944 3504 1972,81.70 m,58.24 m
DSC08995.JPG,7008 3944 3504 1972,78.24 m,58.24 m
DSC08996.JPG,7008 3944 3504 1972,60.35 m,58.24 m
DSC08997.JPG,7008 3944 3504 1972,60.35 m,58.24 m
DSC09000.JPG,7008 3944 3504 1972,50.76 m,58.24 m
DSC09004.JPG,7008 3944 3504 1972,53.00 m,58.24 m
DSC09005.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09006.JPG,7008 3944 3504 1972,60.35 m,58.24 m
DSC09007.JPG,7008 3944 3504 1972,55.34 m,58.24 m
DSC09009.JPG,7008 3944 3504 1972,74.92 m,58.24 m
DSC09014.JPG,7008 3944 3504 1972,60.35 m,58.24 m
DSC09016.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09017.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09028.JPG,7008 3944 3504 1972,50.76 m,58.24 m
DSC09029.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC09031.JPG,7008 3944 3504 1972,93.03 m,58.24 m
DSC09036.JPG,7008 3944 3504 1972,68.71 m,58.24 m
DSC09041.JPG,7008 3944 3504 1972,63.01 m,58.24 m
DSC09042.JPG,7008 3944 3504 1972,85.31 m,58.24 m
DSC09043.JPG,7008 3944 3504 1972,68.71 m,58.24 m
DSC09044.JPG,7008 3944 3504 1972,60.35 m,58.24 m
DSC09045.JPG,7008 3944 3504 1972,60.35 m,58.24 m
DSC09046.JPG,7008 3944 3504 1972,55.34 m,58.24 m
DSC09049.JPG,7008 3944 3504 1972,110.62 m,58.24 m
DSC09050.JPG,7008 3944 3504 1972,55.34 m,58.24 m
DSC09051.JPG,7008 3944 3504 1972,68.71 m,58.24 m
DSC09053.JPG,7008 3944 3504 1972,65.80 m,58.24 m
DSC09055.JPG,7008 3944 3504 1972,65.80 m,58.24 m
DSC09056.JPG,7008 3944 3504 1972,74.92 m,58.24 m
DSC09058.JPG,7008 3944 3504 1972,68.71 m,58.24 m
DSC09059.JPG,7008 3944 3504 1972,68.71 m,58.24 m
DSC09061.JPG,7008 3944 3504 1972,65.80 m,58.24 m
